ID,Бренд,Наименование,Количество,Цена,Цена по акции
595643105,DOMAINE DENIS RACE,"Вино Domaine Denis Race Chablis белое сухое, 0.75л",19,2599,0
604950975,LOPEZ DE HARO,"Вино Hacienda Lopez de Haro Blanco белое сухое, 0.75л",17,819,737.1
549004,PEARLY BAY,"Вино Pearly Bay белое сухое, 3л",20,1549,1394.1
560499955,DELECTO,"Вино Delecto Roble Toro красное полусухое, 0.75л",95,619,557.1
539644,KREMS,"Вино Stadt Krems Domane Krems Gruner Veltliner белое сухое, 0.75л",8,1939,0
532065,NINO DE LAS UVAS,"Вино Nino De Las Uvas Tinto красное сухое, 0.75л",6,929,836.1
577344,MONTES,"Вино Montes Sauvignon Blanc белое сухое, 0.75л",6,1549,1394.1
576941,FIRRIATO,"Вино Firriato Branciforti dei Bordonaro Catarratto белое сухое, 0.75л",17,1799,1399
601654414,СОЛНЦЕ ЮГА,"Вино Солнце Юга красное сухое, 0.75л",279,299,249
601653264,СОЛНЦЕ ЮГА,"Вино Солнце Юга красное полусладкое, 0.75л",327,299,249
560499945,DELECTO,"Вино Delecto Toro Alta Expression красное полусухое, 0.75л",223,899,809.1
605168974,VALLEE LOIRE,"Вино Vallee Loire Saumur Cabernet Franc красное сухое, 0.75л",96,1169,0
512567,GANDIA,"Вино Vicente Gandia El Miracle Mariscal красное сухое, 0.75л",6,999,899.1
661035,CHATEAU LE GRAND VOSTOK,"Вино Chateau Le Grand Vostok Aligote белое сухое, 0.75л",7,699,0
595643095,VALDESPINO,"Вино Херес Valdespino Contrabandista Amontillado белое полусухое, 0.75л",8,3199,2879.1
448081227,Без бренда,"Вино Винзавод Юровский Шардоне белое сухое, 1л",12,189,0
595562666,SANTA CRISTINA,"Вино Santa Cristina Bianco Umbria белое сухое, 0.75л",10,1499,0
494957,KELLEREI AUER,"Вино Kellerei Auer Gewurztraminer белое сухое, 0.75л",11,2929,2299
518284,CHATEAU VIEUX ROBIN,"Вино Chateau Vieux Robin красное сухое, 0.75л",9,3199,0
369005408,CUSUMANO,"Вино Cusumano Lucido Sicilia DOC белое сухое, 0.75л",10,1449,0
413151084,KOUASH,"Вино Manukyan Wine Kouash красное сухое, 0.75л",7,1299,999
454983686,PACO&LOLA,"Вино Paco&Lola Albarino белое сухое, 0.75л",6,2999,2699.1
571718318,CANTINA SCANSANO,"Вино Cantina Scansano Governo All'Uso Toscano Sangiovese красное полусухое, 0.75л",202,1159,0
403509128,LOUIS DAILLY,"Вино Louis Dailly Pouilly-Fuisse белое сухое, 0.75л",34,3799,0
413151094,ROOIBERG,"Вино Rooiberg Winery Pinotage красное сухое, 0.75л",7,799,719.1
604544,INSOLITO,"Вино Insolito Reserva белое сухое, 0.75л",478,1199,1079.1
553194,CHANTALOUETTE,"Вино Domaine de Chantalouette белое сладкое, 0.75л",15,2199,0
580717,CHATEAU LA PETITE BORIE,"Вино Chateau La Petite Borie красное сухое, 0.75л",13,1399,0
531867,1565 BARONIE DE CASTRIES,"Вино Vignobles Vellas 1565 Baronie de Castries Languedoc красное сухое, 0.75л",5,1999,1799
183132,BISQUERTT,"Вино Bisquertt Petirrojo sauvignon blanc белое сухое, 0.75л",18,1459,1099
472201,ALBERT BICHOT,"Вино Albert Bichot Brouilly красное сухое, 0.75л",13,2199,0
546355,THE LACKEY,"Вино The Lackey Riesling белое сухое, 0.75л",8,1829,1646.1
505393,NASTL,"Вино Weingut Nastl Gruner Veltliner Klassik белое сухое, 0.75л",8,1999,0
605166194,BOURGUEIL,"Вино Cornelius Bourgueil красное сухое, 0.75л",96,2699,0
472377,ALBERT BICHOT,"Вино Albert Bichot Chablis AOC белое сухое, 0.75л",37,3159,0
531595,HENRI EHRHART,"Вино Henri Ehrhart Pinot Gris белое полусухое, 0.75л",15,1999,0
568291,GULFSTREAM,"Вино Gulfstream Cabernet Sauvignon-Shiraz Chateau красное сухое, 0.75л",5,1669,1502.1
593838,NELEMAN,"Вино Neleman Chardonnay-Muscat белое сухое, 0.75л",12,1599,1199
583706,PARAJES DEL VALLE,"Вино Parajes del Valle красное сухое, 0.75л",7,1359,1223.1
583735,CANTINE POVERO,"Вино Cantine Povero Barbaresco Batu красное сухое, 0.75л",17,3999,3299
403257998,LOUIS DAILLY,"Вино Louis Dailly Pinot Noir Bourgogne красное сухое, 0.75л",60,2299,0
584260,AVES DEL SUR,"Вино Aves del Sur Carmenere красное сухое, 0.75л",23,939,845.1
640166,SYLVAIN BAILLY,"Вино Sylvain Bailly Sancerre белое сухое, 0.75л",4,4599,3499
566107,VECCHIA CANTINA,"Вино Vecchia Cantina Riserva красное сухое, 0.75л",14,2299,0
206554,LE CUPOLE,"Вино Tenuta di Trinoro Le Cupole красное сухое, 0.75л",6,7499,0
391382,VENTISQUERO,"Вино Ventisquero Queulat Carmenere красное сухое, 0.75л",8,1899,1499
469603,LAGUNILLA,"Вино Lagunilla Tempranillo красное сухое, 0.75л",161,929,836.1
490853,BATUTA,"Вино Batuta Airen белое сухое, 0.75л",3,599,539.1
114448,PAUL JABOULET AINE,"Вино Paul Jaboulet Aine Parallele 45 Rouge Cotes du Rhone красное сухое, 0.75л",14,2319,0
145673,SCHUCHMANN,"Вино Schuchmann Alazani Valley белое полусладкое, 0.75л",13,769,0
395805,DEZZANI,"Вино Dezzani Barbaresco DOCG красное сухое, 0.75л",2,2999,0
395677,VOSKEVAZ,"Вино Voskevaz белое сухое, 0.75л",6,769,0
545168,CANTINA CELLARO,"Вино Cantina Cellaro Luma Syrah красное полусухое, 0.75л",37,1869,1399
420950,D'ARENBERG,"Вино d'Arenberg The Stump Jump White белое сухое, 0.75л",35,1239,1115.1
129702,TENUTA SANT'ANTONIO,"Вино Tenuta Sant'antonio Nanfre Valpolicella красное полусухое, 0.75л",7,2499,0
520969,INSOLITO,"Вино Insolito Reserva красное сухое, 1.5л",73,2459,2213.1
553487,TOKAJI DERESZLA,"Вино Tokaji Dereszla Muskotaly белое полусухое, 0.75л",15,1269,0
554847,CINCINNATO,"Вино Cincinnato Polluce Nero Buono красное сухое, 0.75л",4,2039,0
574554,POLIZIANO,"Вино Poliziano Chianti Colli Senesi красное сухое, 0.75л",10,1999,0
566234,VECCHIA CANTINA,"Вино Vecchia Cantina красное сухое, 0.75л",8,1799,0
519329,BATUTA,"Вино Batuta Rosado розовое cухое, 3л",90,1999,1799.1
521030,CASERE,"Вино Casere Refosco dal Peduncolo Rosso Lison Pramaggiore красное сухое, 0.75л",1,1059,0
470336,VINA VENTISQUERO,"Вино Vina Ventisquero Clasico Ventisquero Merlot красное сухое, 0.75л",7,1099,799
469686,CHATEAU LA GRAVETTE,"Вино Chateau La Gravette красное сухое, 0.75л",50,1399,0
178981,ERSTE & NEUE,"Вино Erste & Neue Kellerei Mezzan Gewurztraminer белое сухое, 0.75л",11,2999,2199
548498,ALAZANI,"Вино Alazani Tsinandali белое сухое, 0.75л",98,579,0
393688,ARABELLA,"Вино Arabella Chenin Blanc белое сухое, 0.75л",14,679,611.1
469878,DOPFF,"Вино Dopff & Irion Cuvee Rene Dopff Gewurztraminer белое полусухое, 0.75л",11,2549,1999
393732,EL PESCAITO,"Вино Vicente Gandia El Pescaito Bobal-Cabernet Sauvignon красное сухое, 0.75л",21,599,539.1
134398,MONTES,"Вино Montes Reserva Merlot красное сухое, 0.75л",11,1549,1394.1
241655,CHATEAU BEAUMONT,"Вино Chateau Beaumont Chateau d'Arvigny Haut-Medoc красное сухое, 0.75л",11,2799,0
478573,LUCIEN ALBRECHT,"Вино Lucien Albrecht Riesling Gewurztraminer Reserve полусухое белое, 0.75л",8,1649,0
538049,SOMMELIER,"Вино Sommelier Blauer Zweigelt красное сухое, 1л",257,999,0
469916,MARQUES DE RISCAL,"Вино Herederos del Marques De Riscal Rueda Verdejo белое сухое, 0.75л",8,1899,1709.1
469729,CHATEAU L'EGLISE,"Вино Chateau L'eglise красное сухое, 0.75л",14,1199,0
395685,DEZZANI,"Вино Dezzani La luna Stelle красное сухое, 0.75л",5,1899,0
133857,MASCIARELLI,"Вино Masciarelli Trebbiano d'Abruzzo белое сухое, 0.75л",25,1599,0
531662,PERLES D'ARGENT,"Вино Perles D'argent Picpoul белое сухое, 0.75л",6,1549,0
117703,MARTIN CODAX,"Вино Martin Codax Albarino белое сухое, 0.75л",24,2399,1999
546859,CANTINA CELLARO,"Вино Cantina Cellaro Luma Grillo белое сухое, 0.75л",62,1869,1399
546464,JEAN BOUCHARD,"Вино Jean Bouchard Chablis белое сухое, 0.75л",12,4899,3499
249763,DI LENARDO,"Вино Di Lenardo Sauvignon Blanc белое сухое, 0.75л",18,1519,1199
604950980,LOPEZ DE HARO,"Вино Hacienda Lopez de Haro Tempranillo красное сухое, 0.75л",12,819,737.1
601245523,LETH,"Вино Leth Young & Fresh Zweigelt Rose розовое сухое, 0.75л",18,1399,0
548019,NUVIANA,"Вино Nuviana Rosado розовое сухое, 0.75л",16,729,656.1
470469,DOPFF,"Вино Dopff Riesling белое сухое, 0.75л",6,1999,1599
438546,GANDIA,"Вино Vicente Gandia El Pescaito Bobal-Grenache Rose розовое сухое, 0.75л",47,599,539.1
241172,PORCA DE MURCA,"Вино Porca de Murca белое сухое, 0.75л",30,1199,1079.1
455474,VIU MANENT,"Вино Viu Manent Estate Collection Reserva Malbec красное сухое, 0.75л",11,1199,1079.1
496121,INSOLITO,"Вино Insolito красное полусухое, 0.75л",169,779,701.1
393616,MARCEL MARTIN,"Вино Marcel Martin La Jaglerie Rose d'Anjou розовое полусухое, 0.75л",8,1499,0
494491,CERRO DE LA CRUZ,"Вино Cerro De La Cruz белое сухое, 1л",103,599,539.1
550975,NUVIANA,"Вино Nuviana Tempranillo-Cabernet Sauvignon красное сухое, 0.75л",14,729,656.1
116422,JERMANN,"Вино Jermann Pinot Grigio белое сухое, 0.75л",7,4699,3499
525160,BADET CLEMENT,"Вино Badet Clement Les Jamelles Sauvignon Blanc белое сухое, 0.75л",26,1549,0
601654364,ROCKY GULLY,"Вино Rocky Gully Cabernets красное сухое, 0.75л",12,2099,1889.1
583696,CHATEAU PEYBONHOMME,"Вино Chateau Peybonhomme Les Tours белое сухое, 0.75л",10,2299,0
594686,DOMAINE DES MIMOSAS,"Вино Domaine des Mimosas красное сухое, 0.75л",34,2399,0
563396,DI LENARDO,"Вино Di Lenardo Cabernet Venezia Giulia IGT красное сухое, 0.75л",9,1519,0
531810,BADABADOK,"Вино Badabadok красное сухое, 0.75л",11,3599,3239.1
577430,MASSERIE PIZARI,"Вино Masserie Pizari Primitivo красное полусухое, 0.75л",22,2269,0
616508,MASSERIE PIZARI,"Вино Masserie Pizari Negroamaro красное полусухое, 0.75л",17,2269,0
630468,MONTAGNE,"Вино Montagne Saint-Emilion красное сухое, 0.75л",12,2239,0
444066,TERRE DA VINO,"Вино Terre da Vino Paesi Tuoi Barolo красное сухое, 0.75л",7,4999,0
515514,EL VINCULO CRIANZA,"Вино Alejandro Fernandez El Vinculo Crianza красное сухое, 0.75л",5,2599,1999
550328131,CHATEAU POTENSAC,"Вино Chateau Potensac Medoc красное сухое, 0.75л",8,4599,0
550528806,CHATEAU MALARTIC-LAGRAVIERE,"Вино Chateau Malartic-Lagraviere Le Comte de Malartic Pessac-Leognan rouge красное сухое, 0.75л",3,3899,0
592329683,KACHA VALLEY,"Вино Kacha Valley долинное красное сухое, 0.75л",5,3999,0
592190802,KACHA VALLEY,"Вино Kacha Valley долинное белое сухое, 0.75л",5,3999,0
550328116,LA CLOSERIE DE CAMENSAC,"Вино La Closerie de Camensac Haut-Medoc красное сухое, 0.75л",21,2399,0
550528816,CHATEAU CANTEMERLE,"Вино Chateau Cantemerle Haut-Medoc красное сухое, 0.75л",13,5399,0
581285,CRANSWICK LAKEFIELD,"Вино Cranswick Lakefield Shiraz красное сухое, 0.75л",12,1389,1250.1
601654529,СОЛНЦЕ ЮГА,"Вино Солнце Юга белое полусладкое, 0.75л",372,299,249
550303606,ШАТО ПИНО,"Вино Шато Пино Шары колдуна Кирпичи Прилетели красное сухое, 0.75л",11,1499,0
413521729,KOUASH,"Вино Manukyan Wine Kouash розовое сухое, 0.75л",7,1369,1059
578867,SOHM & KRACHER,"Вино Sohm & Kracher Lion Gruner Veltliner белое сухое, 0.75л",4,2999,0
11728333,ALAZANI,"Вино Alazani Marani Tsinandali белое сухое, 0.75л",14,999,769
518241,FEUDO MACCARI,"Вино Feudo Maccari Nero d'Avola красное сухое, 0.75л",8,2499,0
595450747,NOUVELLE VAGUE,"Вино Nouvelle Vague Bordeaux белое сухое, 0.75л",81,949,0
637870,CHATEAU TOURNEBRISE,"Вино Chateau Tournebrise красное сухое, 0.75л",8,2899,0
401351803,LOUIS DAILLY,"Вино Louis Dailly Vire-Clesse белое сухое, 0.75л",77,2299,0
10518412,ALTE ROCCHE BIANCHE,"Вино Alte Rocche Bianche Riserva Barolo красное сухое, 0.75л",99,3999,0
560305595,DELECTO,"Вино Delecto Roble Ribera del Duero красное сухое, 0.75л",24,959,863.1
360933,DE WETSHOF,"Вино De Wetshof Naissance Cabernet Sauvignon красное сухое, 0.75л",11,2229,2006.1
605019973,CLAUS JACOB,"Вино Edition Terroir by Claus Jacob Sauvignon Blanc Kalkstein белое полусухое, 0.75л",186,1199,0
595451932,NOUVELLE VAGUE,"Вино Nouvelle Vague Bordeaux розовое сухое, 0.75л",221,949,0
519078,IL ROCCHIN,"Вино Il Rocchin Gavi белое сухое, 0.75л",36,1559,0
403258103,ALMA RIVER,"Вино Alma River Chardonnay-Rkatsiteli-Traminer белое полусладкое, 0.75л",6,549,449
605029497,GLUHWEIN,"Напиток винный Gluhwein Felix Solis красное сладкое, 0.75л",585,799,719.1
605167619,VALLEE LOIRE,"Вино Vallee Loire Vouvray Chenin Blanc белое полусухое, 0.75л",59,1599,0
518807,FEUDO MACCARI,"Вино Feudo Maccari Olli Grillo белое сухое, 0.75л",15,2499,0
461300,TENUTA SANT'ANTONIO,"Вино Tenuta Sant'antonio Il Bianco белое полусухое, 0.75л",11,2399,0
157978,HUGEL,"Вино Hugel Gentil белое сухое, 0.75л",6,2799,0
250149,CUNE,"Вино Cune Verdejo Rueda белое сухое, 0.75л",20,1769,1592.1
250191,CUNE,"Вино Cune Crianza красное сухое, 0.75л",49,1999,1799.1
470494,CASARENA,"Вино Casarena 505 Malbec красное сухое, 0.75л",16,1299,1169.1
469426,LUPE-CHOLET,"Вино Lupe-Cholet Nuits-Saint-Georges красное сухое, 0.75л",6,8499,0
448153,TILENUS,"Вино Bodegas Estefania Tilenus Pagos de Posada красное сухое, 0.75л",6,4299,3869.1
604998144,HERESIE,"Вино Heresie Corbieres красное сухое, 0.75л",216,1799,1599
141484,CASTELLARE,"Вино Castellare di Castellina Chianti Classico красное сухое, 0.75л",12,2499,1799
171400,BODEGAS SANTA ANA,"Вино Bodegas Santa Ana Caracter Chardonnay-Chenin белое сухое, 0.75л",23,739,665.1
531960,MEDUSA VIOGNIER,"Вино Medusa Viognier белое сухое, 0.75л",12,1559,1299
205690,MARQUES DE RISCAL,"Вино Herederos del Marques De Riscal Reserva красное сухое, 0.75л",7,3599,3239.1
490965,CERRO DE LA CRUZ,"Вино Cerro De La Cruz красное сухое, 1л",8,599,539.1
538383,ASKANELI BROTHERS,"Вино Askaneli Brothers Rkatsiteli Qvevri Оранж белое сухое, 0.75л",12,799,0
534569,DOMAINE NAUDET,"Вино Domaine Naudet Sancerre белое сухое, 0.75л",8,2699,0
555631,PR,"Вино PR Mediterranee розовое сухое, 0.75л",78,959,0
492147,CATENA ZAPATA,"Вино Catena Zapata Chardonnay белое сухое, 0.75л",11,2999,2699.1
547958,M. CHAPOUTIER,"Вино M. Chapoutier Chateauneuf du Pape La Bernardine красное сухое, 0.75л",5,6399,0
395468,VINA REAL,"Вино Vina Real Crianza красное сухое, 0.75л",48,1799,1499
519038,MATTEO BRAIDOT,"Вино Matteo Braidot Pinot Grigio белое сухое, 0.75л",13,1789,0
374536,GAI KODZOR,"Вино Gai Kodzor Mourvedre-Syrah красное сухое, 0.75л",6,949,0
363174,PETIRROJO,"Вино Petirrojo Carmenere Reserve Colchagua Valley DO красное сухое, 0.75л",17,1599,1359
626237,CHATEAU MUKHRANI,"Вино Chateau Mukhrani Rkatsiteli Superieur белое сухое, 0.75л",10,1599,1199
89676043,RABL,"Вино Rabl Riesling белое сухое, 0.75л",24,1629,0
601653419,GNARLY HEAD,"Вино Gnarly Head Chardonnay белое сухое, 0.75л",6,1999,1799.1
152095,QUERCIABELLA,"Вино Querciabella Chianti Classico красное сухое, 0.75л",5,3499,0
582855,CARPINETO,"Вино Carpineto Vino Nobile Riserva красное сухое, 0.75л",9,4189,0
403258018,LOUIS DAILLY,"Вино Louis Dailly Mercurey белое сухое, 0.75л",77,3799,0
594099,CANNETO,"Вино Canneto Vino Nobile di Montepulciano красное сухое, 0.75л",9,4119,0
369005353,CUSUMANO,"Вино Cusumano Disueri Sicilia DOC красное сухое, 0.75л",8,2449,1799
626257,CHATEAU MUKHRANI,"Вино Chateau Mukhrani Kindzmarauli красное полусладкое, 0.75л",17,2099,0
604940079,KOPKE,"Вино Kopke Porto портвейн 20 лет в подарочной упаковке, 0.75л",4,6719,6047.1
639436,GUERRIERI RIZZARDI,"Вино Guerrieri Rizzardi Bardolino Classico красное сухое, 0.75л",13,2199,1699
413520464,VILLA ANTINORI,"Вино Villa Antinori Chianti Classico Riserva красное сухое, 0.75л",7,4599,0
485176561,CAPARZO,"Вино Caparzo Rosso di Montalcino красное сухое, 0.75л",8,2499,1999
403258003,LOUIS DAILLY,"Вино Louis Dailly Cotes de Beaune-Villages красное сухое, 0.75л",77,3399,0
594563,CHATEAU HAUT BRETON LARIGAUDIERE,"Вино Chateau Haut Breton Larigaudiere Margaux красное сухое, 0.75л",30,4399,0
454872931,PACO&LOLA,"Вино Paco&Lola №12 Albarino белое полусухое, 0.75л",12,2449,1999
640196,LI VELI,"Вино Li Veli Contrade Chardonnay белое сухое, 0.75л",13,2299,1699
548702,ALAZANI,"Вино Alazani Saperavi Premium красное сухое, 0.75л",247,889,0
595451292,NOUVELLE VAGUE,"Вино Nouvelle Vague Bordeaux красное сухое, 0.75л",236,949,0
106910,VILLA ANTINORI,"Вино Villa Antinori La Braccesca Vino Nobile di Montepulciano DOCG красное сухое, 0.75л",8,3899,0
549756,PRA,"Вино Graziano Pra Staforte Soave Classico DOC белое сухое, 0.75л",7,3199,0
534279,DOMAINE THUNEVIN-CALVET,"Вино Domaine Thunevin-Calvet Cuvee Constance красное сухое, 0.75л",19,1199,0
259100,MARTIN CODAX,"Вино Martin Codax Cuatro Pasos красное сухое, 0.75л",7,1649,1399
253172,ARZUAGA,"Вино Arzuaga Fan D'Oro белое сухое, 0.75л",10,3399,2499
595540078,LGI,"Вино LGI Tenebres красное полусухое, 0.75л",4,1299,0
144925,CUSUMANO,"Вино Cusumano Nero D'Avola Sicilia красное сухое, 0.75л",32,1529,0
548022,TABORDET,"Вино Tabordet Pouilly Fume белое сухое, 0.75л",11,2599,0
600702237,SITIO SANTO,"Вино Sitio Santo Classico Vinho Verde белое полусухое, 0.75л",69,699,629.1
218334,CUMA,"Вино Cuma Malbec красное сухое, 0.75л",7,1049,944.1
531709,MAX LION,"Вино Max Lion Grenache красное сухое, 0.75л",1,1559,0
469899,CASARENA,"Вино Casarena 505 Chardonnay белое сухое, 0.75л",9,1199,1079.1
254582,CASA SANTOS,"Вино Casa Santos Quinta das Amoras Tinto красное полусухое, 0.75л",26,899,809.1
362632,CHATEAU LA GROLET,"Вино Chateau La Grolet красное сухое, 0.75л",14,3199,2399
454486,CHEVAL QUANCARD,"Вино Cheval Quancard Chateau de Terrefort-Quancard красное сухое, 0.75л",10,1799,1399
548701,JEAN DELLAC,"Вино Jean Dellac Chardonnay белое сухое, 0.75л",215,669,0
176682,MONTEFUSCO,"Вино Montefusco Nero красное сухое, 0.75л",24,1229,899
8269710,PUEBLO VIEJO,"Вино Pueblo Viejo Tempranillo красное сухое, 0.75л",48,599,539.1
604952620,CASAL GARCIA,"Вино Casal Garcia Sweet белое сладкое, 0.75л",25,1019,917.1
149578,MARQUES DE CACERES,"Вино Marques de caceres Reserva красное сухое, 0.75л",6,2899,2609.1
515591,EL VINCULO CRIANZA,"Вино El Vinculo Crianza Dehesa La Granja DO красное сухое, 0.75л",12,2499,1999
510400,CASTILLO CLAVIJO,"Вино Castillo Clavijo Reserva Rioja красное сухое выдержанное, 0.75л",60,1399,1099
480720,TRAVERSA,"Вино Traversa Tannat красное сухое, 0.75л",11,899,809.1
514514,BADAGONI,"Вино Badagoni Saperavi красное сухое, 0.187л",27,349,229
546367,VESPUCCI,"Вино Vespucci Chianti Classico красное сухое, 0.75л",56,2219,1799
525204,BADET CLEMENT,"Вино Badet Clement Les Jamelles Malbec Cepage Rare красное сухое, 0.75л",62,1549,0
363272,CATENA ZAPATA,"Вино Catena Zapata Alamos Syrah красное сухое, 0.75л",16,1479,1331.1
241504,CONTE TASCA D'ALMERITA,"Вино Conte Tasca d'Almerita Regaleali красное сухое, 0.75л",4,1799,1599
491096,CERRO DE LA CRUZ,"Вино Cerro De La Cruz розовое сухое, 1л",138,599,539.1
480050,УСАДЬБА ПЕРОВСКИХ,"Вино Усадьба Перовских Каберне Резерв Совиньон красное сухое, 0.75л",15,819,0
539801,KREMS,"Вино Stadt Krems Schieferterrassen Riesling белое сухое, 0.75л",3,2799,0
470214,CHATEAU LA RAZE BEAUVALLET,"Вино Chateau La Raze Beauvallet красное сухое, 0.75л",43,2299,1699
483937,TENUTA OLIM BAUDA,"Вино Tenuta Olim Bauda Nizza красное сухое, 0.75л",3,4799,0
491700,19 CRIMES,"Вино 19 Crimes The Banished Dark Red красное полусухое, 0.75л",23,2599,2339.1
438755,PAUL JABOULET AINE,"Вино Paul Jaboulet Aine Syrah Secret de Famille красное сухое, 0.75л",14,1899,1499
429293,УСАДЬБА ПЕРОВСКИХ,"Вино Усадьба Перовских Каберне Совиньон Резерв красное сухое, 0.75л",20,519,0
421967,VOSKEVAZ,"Вино Voskevaz красное сухое, 0.75л",11,769,0
518663,CLAROSCURO,"Вино Claroscuro Malbec красное сухое, 0.75л",24,1329,1196.1
538326,PALAVANI,"Вино Palavani Rkatsiteli Kvevri Orange белое сухое, 0.75л",14,1299,0
185465,CUMA,"Вино Michel Torino Cuma Organic Torrontes белое сухое, 0.75л",10,999,899.1
363157,FONSECA,"Вино ликерное Портвейн Fonseca White Port белое сладкое, 0.75л",6,2799,2519.1
470307,KUNSTLER,"Вино Kunstler Riesling белое сухое, 0.75л",9,3799,0
429333,УСАДЬБА ПЕРОВСКИХ,"Вино Усадьба Перовских Шардоне белое сухое, 0.75л",3,519,0
114482,GAJA,"Вино Gaja Ca'Marcanda Promis красное сухое, 0.75л",23,7999,6299
518758,CHATEAU HAUT PEYRUGUET,"Вино Chateau Haut Peyruguet красное сухое, 0.75л",21,2119,1599
444638,D'ARENBERG,"Вино d'Arenberg The Footbolt Shiraz красное сухое, 0.75л",8,2499,2249.1
510566,CANTAGALLO,"Вино Tenuta Cantagallo Chianti Montalbano красное сухое , 0.75л",30,3099,0
553261,CHATEAU LANGE REGLA,"Вино Chateau Lange Regla белое сладкое, 0.75л",9,3559,0
475750,ANTANO,"Вино Antano Tempranillo Rioja DOC красное сухое, 0.187л",49,369,279
551581,CHATEAU LE SEPE,"Вино Chateau Le Sepe Bordeaux красное сухое, 0.75л",62,1999,0
85629,CUSUMANO,"Вино Cusumano Nadaria Insolia Terre Siciliane белое сухое, 0.75л",37,1069,0
103066,MARCHESI DE' FRESCOBALDI,"Вино Marchesi De' Frescobaldi Nipozzano Chianti Rufina Riserva красное сухое, 0.75л",14,3299,0
519577,LA VIMINIERE,"Вино Chateau Fleur Haut Gaussens La Viminiere Malbec красное сухое, 0.75л",13,2599,0
505708,FONTERUTOLI,"Вино Fonterutoli Poggio Badiola красное сухое, 0.75л",2,1699,0
472035,ALBERT BICHOT,"Вино Albert Bichot Bourgogne Aligote красное сухое, 0.75л",22,2959,0
208791,DON SIMON,"Вино Don Simon красное сухое, 1л",107,679,611.1
571350555,REAL AGRADO,"Вино Real Agrado Reserva красное сухое, 0.75л",25,1899,1709.1
566249,PIEROPAN,"Вино Pieropan Soave Classico DOC белое сухое, 0.75л",7,3129,2499
531952,ELISABETH VIGNERONNE,"Вино Elisabeth Vigneronne Colombard-Sauvignon Blanc белое сухое, 0.75л",12,999,0
573161,MAR DE FRADES,"Вино Mar De Frades белое сухое, 1.5л",5,6199,5579.1
490916,BATUTA,"Вино Batuta Rosado розовое cухое, 0.75л",118,599,539.1
546993,I FEUDI DI ROMANS,"Вино I Feudi Di Romans Sauvignon Blanc белое сухое, 0.75л",13,2599,1999
548672,JEAN DELLAC,"Вино Jean Dellac Merlot красное сухое, 0.75л",460,629,0
631768,LES CRESTES,"Вино Mas Doix Les Crestes Priorat красное сухое, 0.75л",1,5199,4679.1
522083,LEEUWENKUIL,"Вино Leeuwenkuil Chenin Blanc белое сухое, 0.75л",7,899,799
603219076,DISCOVERY BAY,"Вино Discovery Bay Rose Chardonnay белое сухое, 0.75л",84,899,809.1
601654299,ROCKY GULLY,"Вино Rocky Gully Riesling белое сухое, 0.75л",10,2099,1889.1
493357450,ROOIBERG,"Вино Rooiberg Natural Sweet белое сладкое, 0.75л",11,899,809.1
570815,FATTORIA POGNI,"Вино Fattoria Pogni Terre del Bruno Chianti Riserva Poggio ai Falchi красное сухое, 0.75л",6,2499,0
577366,FEUDI BRANCIFORTI DEI BORDONARO,"Вино Feudi Branciforti dei Bordonaro Nero d'Avola красное сухое, 0.75л",12,1799,1299
201143,BERONIA,"Вино Beronia Crianza Rioja красное сухое, 0.75л",19,1599,1439.1
257408240,KAAPZICHT,"Вино Kaapzicht Kaleidoscope красное полусухое, 0.75л",5,1449,1304.1
484165,TENUTA OLIM BAUDA,"Вино Tenuta Olim Bauda La Villa Barbera d'Asti красное сухое, 0.75л",2,1999,0
518334,CIELO,"Вино Cielo 1908 Appassionante Rosso красное полусухое, 0.75л",52,1429,0
454615,CHATEAU HAUT-LOGAT,"Вино Chateau Haut-Logat Medoc красное сухое, 0.75л",10,3399,2499
571786,TOCORNAL,"Вино Cono Sur Tocornal Carmenere красное полусухое, 0.75л",20,799,719.1
437356,VINA REAL,"Вино Vina Real Porca de Murca красное сухое, 0.75л",20,1199,1079.1
603218646,DISCOVERY BAY,"Вино Discovery Bay Cabernet Sauvignon красное полусухое, 0.75л",16,899,809.1
493271660,MANUEL QUINTANO,"Вино Manuel Quintano Seleccion Particular красное сухое, 0.75л",136,2499,1999
268833860,CHATEAU PINOT,"Вино Chateau Pinot Колдун красное сухое, 0.75л",2,1249,0
549383,BESTHEIM,"Вино Bestheim Classic Riesling белое сухое, 0.75л",14,2599,0
413580369,СУХАЯ ГОРА,"Вино Сухая Гора Совиньон Блан Шардоне белое сухое, 0.75л",8,879,649
413521744,ФЛЕЙТА ПОЗВОНОЧНИК,"Вино Флейта позвоночник красное сухое, 0.75л",3,569,449
603218996,KALEU,"Вино Kaleu Chardonnay белое сухое, 0.75л",54,709,638.1
573978517,PODERI DEL DOGE,"Вино Poderi del Doge Moscato Giallo белое полусухое, 0.75л",93,999,0
604904249,ELETRICO VERMELHO,"Вино Eletrico Vermelho красное сухое, 0.375л",97,399,359.1
11728033,ALAZANI,"Вино Alazani Qvevri Rkatsiteli белое сухое, 0.75л",59,1199,899
604996109,HERESIE,"Вино Heresie Corbieres белое сухое, 0.75л",264,1799,1599
549925,TIERRA DE TOROS,"Вино Tierra de Toros Organic сухое красное, 1.5л",7,1449,1304.1
605119241,DESONO,"Вино Desono Chardonnay белое сухое, 0.75л",6,609,0
